ID,GU,resi_y,resi_m,q1,q2,q3,q3_1_1,q3_1_2,q3_1_3,q4,q5_1,q5_2,q5_3,q5_4,q5_5,q6,q6_op,q7,q8,q9,q9_1,q9_2,q9_2_op,q3_3_1,q3_3_2,q3_3_3,q3_3_4,q3_3_5,q3_3_6,q3_3_7,q3_3_8,q3_3_9,q3_3_10,q3_3_11,q3_3_12,q3_3_13,q3_3_14,q3_3_15,q3_3_16,q3_3_16_op,q9_4,q9_5,q9_5_op,q10,q10_op,q11_1,q11_1_op,q11_2,q11_2_op,q12,q13,q13_1,q13_2,q14,q14_op,q15,q15_op,q16,q16_op,q17,q17_op,q18,q19,q20,q21_op,DM1,DM2,DM3,DM4,DM5,DM6,DM7,DM8,DM9_1,DM9_2,DM9_3,DM9_4,DM10,DM11,DM12,DM12_op,DM13,DM14,DM14_op,DM15,wg,ws
1661,3,12.0,3.0,7.0,6.0,7.0,1.0,2.0,3.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,3.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,2,41,2.0,2.0,4.0,1.0,1.0,2.0,3.0,,,,1.0,1.0,4.0,,5.0,1.0,,1.0,277.38,0.487
1662,4,3.0,4.0,5.0,4.0,3.0,,,,5.0,4.0,3.0,6.0,4.0,5.0,4.0,,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,4.0,,6.0,,3.0,2.0,,,3.0,,2.0,,4.0,,2.0,,3.0,2.0,4.0,,1,41,1.0,2.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,3.0,1.0,,1.0,545.63,0.958
1663,2,10.0,5.0,7.0,7.0,7.0,1.0,2.0,3.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,3.0,2.0,,,2.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,1,44,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,3.0,,4.0,1.0,,1.0,499.88,0.8777
1664,2,12.0,4.0,7.0,7.0,7.0,1.0,2.0,3.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,2.0,,3.0,2.0,,,2.0,,2.0,,1.0,,1.0,,1.0,1.0,5.0,,1,40,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,1.0,499.88,0.8777
1665,3,11.0,4.0,7.0,7.0,7.0,1.0,3.0,4.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,3.0,,3.0,2.0,,,2.0,,2.0,,1.0,,1.0,,1.0,1.0,5.0,,1,36,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,1.0,449.18,0.7887
1666,3,22.0,5.0,5.0,5.0,6.0,1.0,7.0,4.0,2.0,6.0,4.0,5.0,6.0,5.0,12.0,,6.0,2.0,4.0,1.0,3.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,1.0,,,,10.0,,8.0,,3.0,1.0,1.0,40.0,3.0,,4.0,,1.0,,3.0,,3.0,2.0,1.0,,1,36,2.0,1.0,4.0,1.0,1.0,2.0,3.0,4.0,,,1.0,1.0,5.0,,6.0,1.0,,1.0,449.18,0.7887
1667,4,29.0,2.0,3.0,2.0,4.0,,,,2.0,4.0,5.0,6.0,5.0,5.0,4.0,,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,4.0,,3.0,1.0,2.0,35.0,2.0,,1.0,,1.0,,1.0,,2.0,2.0,3.0,,1,28,1.0,1.0,4.0,1.0,2.0,,,,,,1.0,1.0,4.0,,8.0,3.0,,1.0,1340.25,2.3532
1668,2,35.0,10.0,6.0,7.0,6.0,3.0,1.0,5.0,1.0,6.0,5.0,6.0,6.0,5.0,1.0,,6.0,1.0,1.0,1.0,3.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,50.0,1.0,,,,2.0,,4.0,,1.0,1.0,2.0,50.0,1.0,,2.0,,1.0,,1.0,,2.0,1.0,5.0,,2,44,1.0,1.0,3.0,3.0,2.0,,,,,,1.0,1.0,5.0,,4.0,1.0,,3.0,281.02,0.4934
1669,1,31.0,7.0,5.0,3.0,5.0,3.0,2.0,6.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,,4.0,3.0,4.0,1.0,3.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,4.0,,,,5.0,,4.0,,3.0,1.0,2.0,5.0,4.0,,5.0,,1.0,,3.0,,2.0,2.0,3.0,,1,30,1.0,3.0,4.0,1.0,2.0,,,,,,1.0,1.0,4.0,,9.0,1.0,,1.0,349.9,0.6143
1670,1,10.0,6.0,7.0,7.0,7.0,2.0,3.0,1.0,1.0,6.0,7.0,7.0,7.0,6.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,1,41,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,1.0,393.96,0.6917
1671,4,10.0,0.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,5.0,5.0,6.0,6.0,6.0,6.0,,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,3.0,,3.0,2.0,,,2.0,,1.0,,5.0,,1.0,,3.0,2.0,1.0,,2,62,2.0,1.0,3.0,3.0,1.0,0.0,7.0,,,,2.0,,9.0,,3.0,2.0,,1.0,700.07,1.2292
1672,1,40.0,2.0,5.0,6.0,6.0,2.0,4.0,5.0,1.0,5.0,6.0,6.0,5.0,5.0,3.0,,6.0,1.0,2.0,1.0,2.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,4.0,,,,2.0,,6.0,,2.0,2.0,,,1.0,,2.0,,1.0,,1.0,,1.0,1.0,6.0,,2,41,1.0,1.0,3.0,3.0,2.0,,,,,,1.0,1.0,9.0,,3.0,1.0,,2.0,286.97,0.5039
1673,4,26.0,1.0,3.0,2.0,3.0,,,,5.0,5.0,4.0,4.0,5.0,4.0,3.0,,4.0,5.0,2.0,1.0,3.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,3.0,,,,8.0,,2.0,,3.0,1.0,2.0,10.0,3.0,,2.0,,1.0,,3.0,,2.0,2.0,3.0,,1,25,1.0,1.0,4.0,1.0,2.0,,,,,,3.0,,10.0,,9.0,1.0,,1.0,1340.25,2.3532
1674,4,39.0,8.0,6.0,5.0,6.0,1.0,3.0,5.0,1.0,6.0,6.0,5.0,5.0,6.0,3.0,,6.0,1.0,1.0,1.0,3.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,3.0,,,,1.0,,2.0,,1.0,1.0,2.0,50.0,1.0,,2.0,,1.0,,1.0,,1.0,1.0,5.0,,2,42,1.0,1.0,3.0,3.0,2.0,,,,,,1.0,1.0,4.0,,3.0,1.0,,2.0,367.24,0.6448
1675,2,35.0,12.0,6.0,7.0,6.0,2.0,3.0,1.0,1.0,6.0,6.0,5.0,6.0,6.0,5.0,,6.0,1.0,1.0,1.0,2.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60.0,1.0,,,,1.0,,2.0,,2.0,1.0,2.0,50.0,1.0,,2.0,,1.0,,1.0,,1.0,2.0,3.0,,2,44,2.0,1.0,3.0,1.0,1.0,1.0,3.0,,,,1.0,1.0,5.0,,4.0,1.0,,2.0,281.02,0.4934
1676,2,25.0,4.0,6.0,5.0,6.0,1.0,2.0,5.0,2.0,6.0,6.0,5.0,5.0,4.0,6.0,,5.0,2.0,2.0,1.0,4.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,2.0,,,,3.0,,4.0,,2.0,2.0,,,3.0,,1.0,,1.0,,3.0,,2.0,2.0,3.0,,2,25,1.0,3.0,3.0,1.0,2.0,,,,,,1.0,1.0,3.0,,9.0,1.0,,1.0,211.0,0.3705
1677,1,19.0,2.0,5.0,5.0,3.0,,,,3.0,2.0,3.0,2.0,3.0,2.0,5.0,,3.0,4.0,2.0,1.0,3.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,2.0,,,,10.0,,2.0,,2.0,2.0,,,3.0,,5.0,,1.0,,1.0,,1.0,2.0,3.0,,1,37,2.0,2.0,3.0,1.0,1.0,1.0,3.0,,,,1.0,1.0,12.0,,7.0,3.0,,1.0,233.83,0.4106
1678,2,33.0,2.0,6.0,7.0,6.0,1.0,3.0,4.0,1.0,6.0,5.0,6.0,6.0,5.0,7.0,,6.0,1.0,4.0,3.0,2.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,2.0,,,,1.0,,2.0,,2.0,1.0,1.0,50.0,1.0,,2.0,,1.0,,1.0,,1.0,1.0,4.0,,2,44,1.0,1.0,3.0,3.0,2.0,,,,,,1.0,1.0,4.0,,3.0,1.0,,2.0,281.02,0.4934
1679,1,33.0,5.0,5.0,4.0,6.0,1.0,2.0,4.0,2.0,5.0,4.0,6.0,4.0,5.0,3.0,,5.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,5.0,,2.0,1.0,2.0,50.0,2.0,,2.0,,1.0,,1.0,,2.0,3.0,2.0,,1,38,2.0,1.0,3.0,1.0,1.0,1.0,4.0,,,,1.0,1.0,7.0,,6.0,1.0,,2.0,233.83,0.4106
1680,2,29.0,11.0,6.0,7.0,6.0,1.0,3.0,5.0,1.0,6.0,6.0,7.0,6.0,6.0,11.0,,6.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60.0,6.0,,,,1.0,,2.0,,2.0,1.0,2.0,70.0,1.0,,2.0,,1.0,,1.0,,1.0,1.0,5.0,,2,43,1.0,1.0,3.0,3.0,2.0,,,,,,1.0,1.0,5.0,,4.0,1.0,,2.0,281.02,0.4934
1681,2,26.0,3.0,5.0,6.0,7.0,3.0,4.0,5.0,1.0,6.0,6.0,5.0,6.0,7.0,1.0,,6.0,1.0,1.0,1.0,3.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,1.0,,,,1.0,,2.0,,2.0,1.0,1.0,50.0,1.0,,2.0,,1.0,,1.0,,1.0,1.0,2.0,,2,40,2.0,1.0,3.0,2.0,1.0,1.0,3.0,,,,1.0,1.0,5.0,,4.0,1.0,,2.0,281.02,0.4934
1682,2,29.0,7.0,4.0,5.0,6.0,1.0,4.0,5.0,2.0,5.0,6.0,6.0,5.0,6.0,6.0,,6.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,11.0,,2.0,1.0,2.0,25.0,3.0,,2.0,,2.0,,3.0,,2.0,3.0,4.0,,1,34,1.0,1.0,3.0,1.0,2.0,,,,,,1.0,1.0,9.0,,8.0,2.0,,1.0,279.07,0.49
1683,3,33.0,5.0,6.0,5.0,6.0,1.0,3.0,8.0,1.0,6.0,6.0,7.0,6.0,6.0,7.0,,6.0,1.0,2.0,1.0,3.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,80.0,3.0,,,,3.0,,11.0,,1.0,1.0,2.0,50.0,1.0,,2.0,,1.0,,1.0,,1.0,1.0,5.0,,2,45,1.0,1.0,3.0,3.0,2.0,,,,,,1.0,1.0,9.0,,3.0,1.0,,2.0,371.67,0.6526
1684,1,32.0,7.0,6.0,4.0,5.0,5.0,2.0,7.0,2.0,5.0,6.0,5.0,6.0,6.0,4.0,,5.0,2.0,1.0,1.0,2.0,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40.0,3.0,,,,5.0,,8.0,,2.0,1.0,2.0,40.0,3.0,,2.0,,1.0,,1.0,,2.0,1.0,1.0,,1,31,1.0,1.0,3.0,1.0,2.0,,,,,,1.0,1.0,4.0,,9.0,1.0,,2.0,349.9,0.6143
1685,2,34.0,8.0,5.0,4.0,5.0,9.0,7.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,,3.0,3.0,2.0,1.0,2.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,3.0,,,,4.0,,5.0,,3.0,2.0,,,3.0,,4.0,,2.0,,1.0,,2.0,2.0,4.0,,1,33,1.0,1.0,3.0,1.0,2.0,,,,,,1.0,1.0,4.0,,9.0,2.0,,1.0,279.07,0.49
1686,2,30.0,6.0,6.0,4.0,6.0,2.0,4.0,6.0,2.0,6.0,5.0,5.0,6.0,6.0,4.0,,6.0,2.0,1.0,1.0,2.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,3.0,,,,2.0,,5.0,,2.0,1.0,2.0,20.0,3.0,,3.0,,1.0,,2.0,,2.0,2.0,4.0,,1,29,1.0,3.0,3.0,1.0,2.0,,,,,,1.0,1.0,4.0,,9.0,1.0,,1.0,757.4,1.3298
1687,1,5.0,4.0,5.0,4.0,6.0,5.0,4.0,2.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,4.0,,6.0,,3.0,2.0,,,2.0,,3.0,,4.0,,4.0,,2.0,3.0,4.0,,1,36,1.0,2.0,2.0,3.0,2.0,,,,,,1.0,2.0,5.0,,4.0,4.0,,3.0,233.83,0.4106
1688,1,6.0,2.0,4.0,3.0,4.0,,,,5.0,3.0,5.0,4.0,6.0,3.0,3.0,,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,4.0,,5.0,,2.0,3.0,2.0,25.0,4.0,,4.0,,2.0,,2.0,,2.0,3.0,3.0,,1,34,2.0,3.0,3.0,2.0,2.0,,,,,,1.0,4.0,7.0,,5.0,3.0,,2.0,349.9,0.6143
1689,3,4.0,5.0,5.0,3.0,4.0,,,,3.0,4.0,3.0,6.0,4.0,4.0,3.0,,3.0,3.0,4.0,3.0,3.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,4.0,,,,2.0,,8.0,,3.0,2.0,,,3.0,,2.0,,1.0,,2.0,,3.0,2.0,3.0,,1,37,1.0,1.0,1.0,2.0,2.0,,,,,,2.0,,3.0,,4.0,3.0,,2.0,449.18,0.7887
1690,1,4.0,3.0,4.0,2.0,4.0,,,,2.0,4.0,4.0,3.0,5.0,6.0,4.0,,2.0,4.0,2.0,2.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,120.0,4.0,,,,2.0,,6.0,,3.0,2.0,,,3.0,,5.0,,3.0,,2.0,,4.0,3.0,2.0,,1,42,1.0,3.0,1.0,2.0,2.0,,,,,,2.0,,3.0,,4.0,3.0,,2.0,393.96,0.6917
1691,4,0.0,2.0,7.0,7.0,7.0,2.0,7.0,4.0,1.0,7.0,7.0,7.0,7.0,7.0,3.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,8.0,,3.0,2.0,,,4.0,,4.0,,5.0,,2.0,,3.0,2.0,3.0,,2,32,1.0,3.0,1.0,3.0,2.0,,,,,,3.0,,9.0,,4.0,4.0,,3.0,216.81,0.3807
1692,2,22.0,5.0,5.0,4.0,6.0,3.0,4.0,6.0,2.0,5.0,5.0,4.0,5.0,6.0,4.0,,5.0,2.0,2.0,1.0,2.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,25.0,3.0,,,,2.0,,4.0,,2.0,2.0,,,3.0,,4.0,,2.0,,3.0,,2.0,2.0,5.0,,2,21,1.0,1.0,3.0,1.0,2.0,,,,,,3.0,,10.0,,8.0,2.0,,1.0,440.24,0.773
1693,2,45.0,2.0,6.0,7.0,6.0,1.0,3.0,4.0,1.0,6.0,5.0,6.0,7.0,6.0,3.0,,6.0,1.0,1.0,1.0,2.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,1.0,,,,1.0,,2.0,,1.0,1.0,1.0,50.0,1.0,,2.0,,1.0,,1.0,,1.0,1.0,2.0,,2,45,1.0,1.0,3.0,3.0,2.0,,,,,,1.0,1.0,5.0,,3.0,1.0,,2.0,535.2,0.9397
1694,4,3.0,8.0,5.0,6.0,5.0,2.0,8.0,6.0,3.0,5.0,5.0,4.0,4.0,4.0,10.0,,6.0,2.0,1.0,2.0,2.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,300.0,3.0,,,,4.0,,8.0,,4.0,3.0,5.0,40.0,1.0,,6.0,,5.0,,2.0,,2.0,3.0,6.0,,2,28,2.0,2.0,2.0,1.0,2.0,,,,,,1.0,1.0,3.0,,9.0,1.0,,2.0,411.74,0.7229
1695,1,7.0,10.0,6.0,4.0,6.0,5.0,1.0,2.0,5.0,6.0,4.0,5.0,5.0,6.0,1.0,,5.0,2.0,2.0,2.0,4.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,200.0,2.0,,,,4.0,,8.0,,2.0,2.0,,,3.0,,4.0,,1.0,,2.0,,3.0,3.0,6.0,,2,30,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,2.0,,8.0,1.0,,1.0,198.29,0.3482
1696,1,25.0,6.0,3.0,4.0,5.0,6.0,4.0,3.0,2.0,4.0,5.0,5.0,5.0,4.0,3.0,,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,9.0,,4.0,,3.0,2.0,,,3.0,,3.0,,1.0,,1.0,,2.0,2.0,1.0,,1,39,2.0,1.0,3.0,1.0,1.0,1.0,3.0,,,,1.0,1.0,9.0,,8.0,1.0,,2.0,233.83,0.4106
1697,2,41.0,5.0,5.0,4.0,5.0,1.0,3.0,4.0,2.0,4.0,6.0,5.0,4.0,5.0,2.0,,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,10.0,,5.0,,3.0,2.0,,,2.0,,2.0,,1.0,,3.0,,2.0,2.0,1.0,,1,41,2.0,1.0,3.0,1.0,1.0,1.0,3.0,,,,1.0,1.0,9.0,,7.0,3.0,,2.0,499.88,0.8777
1698,2,30.0,0.0,4.0,5.0,4.0,,,,2.0,5.0,6.0,4.0,5.0,4.0,4.0,,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,1.0,,4.0,3.0,4.0,40.0,3.0,,5.0,,5.0,,1.0,,2.0,2.0,3.0,,2,29,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,4.0,1.0,,3.0,211.0,0.3705
1699,2,10.0,1.0,7.0,6.0,7.0,1.0,3.0,2.0,1.0,6.0,7.0,6.0,6.0,6.0,1.0,,6.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,1.0,,,,2.0,,3.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,1,33,1.0,1.0,1.0,3.0,2.0,,,,,,1.0,1.0,9.0,,5.0,1.0,,1.0,279.07,0.49
1700,2,33.0,0.0,5.0,5.0,4.0,,,,5.0,3.0,2.0,2.0,1.0,1.0,4.0,,1.0,5.0,1.0,1.0,3.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40.0,1.0,,,,8.0,,4.0,,5.0,3.0,5.0,50.0,3.0,,5.0,,5.0,,1.0,,1.0,2.0,3.0,,2,32,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,4.0,1.0,,3.0,142.72,0.2506
1701,2,11.0,2.0,6.0,7.0,7.0,2.0,3.0,4.0,1.0,7.0,6.0,7.0,6.0,7.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,1,30,1.0,1.0,1.0,3.0,2.0,,,,,,1.0,1.0,8.0,,5.0,1.0,,1.0,279.07,0.49
1702,2,12.0,1.0,7.0,7.0,6.0,2.0,4.0,1.0,1.0,6.0,7.0,7.0,6.0,6.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,1.0,2.0,,,5.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,1,35,1.0,1.0,1.0,3.0,2.0,,,,,,1.0,1.0,9.0,,5.0,1.0,,1.0,233.75,0.4104
1703,1,10.0,6.0,7.0,7.0,6.0,1.0,2.0,3.0,1.0,6.0,7.0,7.0,6.0,7.0,1.0,,6.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,1,34,1.0,1.0,1.0,3.0,2.0,,,,,,1.0,1.0,9.0,,5.0,1.0,,1.0,349.9,0.6143
1704,3,25.0,6.0,6.0,5.0,5.0,1.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,6.0,4.0,,6.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,9.0,,4.0,3.0,2.0,30.0,2.0,,2.0,,1.0,,2.0,,3.0,2.0,4.0,,2,40,2.0,3.0,4.0,1.0,1.0,1.0,3.0,,,,1.0,5.0,13.0,자영업자,9.0,1.0,,2.0,277.38,0.487
1705,2,4.0,5.0,5.0,4.0,5.0,2.0,4.0,7.0,2.0,5.0,4.0,6.0,3.0,4.0,4.0,,5.0,2.0,1.0,1.0,3.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,1.0,,,,4.0,,1.0,,5.0,3.0,3.0,30.0,3.0,,5.0,,5.0,,1.0,,2.0,3.0,3.0,,2,26,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,4.0,3.0,,3.0,211.0,0.3705
1706,2,5.0,4.0,5.0,5.0,5.0,1.0,3.0,5.0,2.0,5.0,4.0,6.0,5.0,4.0,6.0,,5.0,2.0,1.0,1.0,2.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60.0,3.0,,,,1.0,,6.0,,2.0,2.0,,,2.0,,2.0,,1.0,,2.0,,2.0,4.0,5.0,,2,32,2.0,3.0,2.0,1.0,2.0,,,,,,1.0,1.0,4.0,,7.0,1.0,,2.0,142.72,0.2506
1707,1,11.0,6.0,6.0,7.0,7.0,1.0,2.0,4.0,1.0,6.0,7.0,7.0,6.0,6.0,1.0,,6.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,3.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,1,35,1.0,1.0,1.0,3.0,2.0,,,,,,1.0,1.0,9.0,,5.0,1.0,,1.0,233.83,0.4106
1708,1,10.0,5.0,7.0,6.0,7.0,2.0,3.0,1.0,1.0,6.0,7.0,7.0,6.0,6.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,1,33,1.0,1.0,1.0,3.0,2.0,,,,,,1.0,1.0,9.0,,5.0,1.0,,1.0,349.9,0.6143
1709,4,11.0,3.0,6.0,7.0,7.0,1.0,2.0,4.0,1.0,6.0,7.0,6.0,7.0,7.0,1.0,,6.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,3.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,1,35,1.0,1.0,1.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,654.55,1.1492
1710,2,28.0,10.0,7.0,6.0,6.0,1.0,3.0,4.0,1.0,6.0,5.0,5.0,6.0,7.0,3.0,,6.0,1.0,1.0,1.0,2.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,4.0,,,,1.0,,2.0,,1.0,1.0,2.0,50.0,1.0,,2.0,,1.0,,1.0,,1.0,1.0,3.0,,2,43,1.0,1.0,3.0,3.0,2.0,,,,,,1.0,1.0,4.0,,4.0,1.0,,2.0,281.02,0.4934
1711,4,12.0,3.0,7.0,7.0,7.0,2.0,3.0,1.0,1.0,7.0,7.0,6.0,7.0,7.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,3.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,1,35,1.0,1.0,1.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,654.55,1.1492
1712,3,13.0,2.0,6.0,7.0,7.0,2.0,1.0,3.0,1.0,6.0,7.0,7.0,6.0,7.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,2.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,1,36,1.0,1.0,1.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,449.18,0.7887
1713,1,7.0,3.0,4.0,3.0,5.0,2.0,8.0,6.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,2.0,,9.0,,3.0,2.0,,,3.0,,2.0,,3.0,,2.0,,3.0,2.0,4.0,,1,36,1.0,3.0,1.0,2.0,2.0,,,,,,2.0,,4.0,,4.0,3.0,,2.0,233.83,0.4106
