지표명,산출방법,단위,출처,year,value
미분양주택수,"미분양 건 수
▶연도별 미분양 주택은 매년 12월 기준",호,"국토교통부, 「미분양주택현황보고」",2023,205.0
주거환경만족도,"※ 주택 만족도 = 5점 척도 중 ""매우 만족"" + ""약간 만족"" 응답 비율
",%,"경기도 수원시, 「수원시사회조사」",2023,49.9
노후주택비율,"전체 주택 대비 30년 이상 된 주택 비율
※ 노후주택비율(%) = (30년 이상 된 주택 수 ÷ 전체 주택 수) × 100
",%,통계청(인구총조사과),2023,18.0
비주택거주가구비율,"인구주택총조사(전수조사)의 주택이외의 거처(오피스텔, 숙박업소, 기숙사 사회시설, 판잣집 비닐하우스, 기타) 중 오피스텔을 제외한 거주가구 비율
※ 비주택 거주가구 비율 = ((주택이외의 거처 가구 수 - 오피스텔 가구 수) ÷ 전체 가구 수) × 100
",%,"통계청, 「인구주택총조사고보서」",2023,
아파트 수,"아파트 수
",호,"경기도 수원시, 「수원기본통계」",2023,305733.0
주관적 건강수준 인지율,"평소에 본인의 건강이 ""매우 좋은"" 또는 ""좋은""이라고 응답한 사람의 분율
▶표준화율: 연도 및 지역간 비교를 위해 인구구성 차이에 따른 영향을 표준인구(2005년 추계인구, 통계청)로 보정한 결과
",%,"질병관리청, 「지역사회건강조사」",2023,44.6
흡연율,"평생(지금까지) 5갑(100개비) 이상 흡연한 사람으로서 현재 흡연하는 사람(""매일 피움"" 또는 ""가끔 피움"")의 분율
▶표준화율: 연도 및 지역간 비교를 위해 인구구성 차이에 따른 영향을 표준인구(2005년 추계인구, 통계청)로 보정한 결과
",%,"질병관리청, 「지역사회건강조사」",2023,18.4
건강생활 실천율,"금연, 절주, 걷기를 모두 실천하는 사람의 분율
▶금연 실천자: 평생 흡연해본 적이 없거나, 과거 흡연하였더라도 현재 금연하고 있는 사람
▶절주 실천자: 비음주자이거나, 최근 1년동안 술을 마셨더라도 한 번의 술자리에서 남자는 7잔 미만, 여자는 5잔 미만으로 주 1회 이하로 마신 사람
▶걷기 실천자: 최근 1주일 동안 1일 30분 이상 걷기를 주 5일 이상 실천한 사람
▶표준화율: 연도 및 지역간 비교를 위해 인구구성 차이에 따른 영향을 표준인구(2005년 추계인구, 통계청)로 보정한 결과
",%,"질병관리청, 「지역사회건강조사」",2023,42.9
만성질환 유병율,"만성질환(비만, 당뇨, 고혈압)이 있는 사람의 비율(표준화율)
▶당뇨병/고혈압: 의사에게 당뇨병/고혈압을 진단받은 30세 이상 사람의 분율(%)
▶비만: 체질량지수(kg/㎡)가 25이상인 사람의 분율(%)
  - 2018년 연도비교 및 해석 시 주의 (2018년: 자가보고 키/몸무게 설문 시 신체계측을 병행하여 실시, 2008-2017년, 2020년: 자가보고 키/몸무게만 설문)
  - 2019년 조사시 자가보고 키/몸무게를 설문하지 않음에 따라 시계열 단절이 발생
▶표준화율(%): 연도 및 지역간 비교를 위해 인구구성 차이에 따른 영향을 표준인구(2005년 추계인구, 통계청)로 보정한 결과",%,"질병관리청, 「지역사회건강조사」",2023,
당뇨병,,,,2023,8.8
고혈압,,,,2023,19.9
비만,,,,2023,32.6
치매 유병율,"65세 이상 추정치매유병률
※ 추정치매유병률 = (치매환자 유병현황 내 추정지매환자수 ÷ 65세 이상 노인인구) × 100
▶2015년~2023년: 2016년 전국 치매역학조사(보건복지부·분당서울대병원, 2017) 표준화 유병률 적용
▶노인인구수: 2015년~2023년 주민등록연앙인구 (통계청, 각년도)
",%,"중앙치매센터, 「치매유병현황」 
",2023,9.85
미충족 의료율,"최근 1년 동안 본인이 병의원(치과 제외)에 가고 싶을 때 가지 못한 사람의 분율
▶표준화율: 연도 및 지역간 비교를 위해 인구구성 차이에 따른 영향을 표준인구(2005년 추계인구, 통계청)로 보정한 결과
",%,"질병관리청, 「지역사회건강조사」",2023,5.6
인구천명당 의료기관병상수,"인구 천명당 의료법 제3조에 규정된 “의료기관”의 전체 병상수
※ 인구천명당 의료기관병상수=(총병상수 ÷ 주민등록인구) × 1,000
▶의료기관: 종합병원, 병원, 치과병원, 한방병원, 요양병원, 의원, 치과의원, 한의원, 조산원
",개,건강보험심사평가원(자원평가실),2023,10.7
의료서비스접근성,"건강보험 대상자 진료실적(지급 기준) 내 지급 건 수
▶지급기준(잠정치)임
▶소수점 미만을 반올림한 것으로 합계(내원일수 제외)와 일치하지 않을 수 있음
",건,"경기도, 「경기도기본통계」",2023,
삶의 만족도,"최근 자신의 삶에 대한 만족도 
※ 0점 척도(ⓞ전혀 만족하지 않는다~⑩매우 만족한다)의 평균 점수",점,"경기도 수원시, 「수원시사회조사」",2023,6.3
행복감,"어제 느낀 행복 정도
※ 10점 척도(ⓞ한번도 행복하지 않았다~⑩자주 행복했다)의 평균 점수",점,"경기도 수원시, 「수원시사회조사」",2023,6.6
우울감,"최근 1년 동안 연속적으로 2주 이상 일상생활에 지장이 있을 정도의 우울감(슬픔이나 절망감 등)을 경험한 사람의 분율(%)
▶표준화율: 연도 및 지역간 비교를 위해 인구구성 차이에 따른 영향을 표준인구(2005년 추계인구, 통계청)로 보정한 결과
",%,"질병관리청, 「지역사회건강조사」",2023,7.9
일과 생활의 균형 만족도,"현재 일(학업, 가사노동 등)과 여가생활 간 균형이 잘 이루어지고 있다에 대한 ""그렇다"" 응답 비율
※ 만족도 = 7점 척도 중 ⑤+⑥+⑦ 매우 그렇다 응답 비율",%,"수원시정연구원, 「수원서베이」",2023,
초미세먼지 일평균 농도,,,,2023,
미세먼지(PM-10),미세먼지(PM-10) 농도,㎍/㎥,"에어코리아, 경기도 대기환경정보 사이트",2023,41.0
초미세먼지(PM-2.5),초미세먼지(PM-2.5) 농도,㎍/㎥,"에어코리아, 경기도 대기환경정보 사이트",2023,20.0
초미세먼지 주의보 발령일수,,,,2023,
미세먼지(PM-10) 주의보 발효,해당지역의 PM-10 시간당 평균농도가 150㎍/㎥ 이상 2시간 이상 지속인 때,건,"에어코리아, 경기도 대기환경정보 사이트",2023,11.0
초미세먼지(PM-2.5) 주의보 발효,해당지역의 PM-2.5 시간당 평균농도가 75㎍/㎥이상 2시간 이상 지속인 때,건,"에어코리아, 경기도 대기환경정보 사이트",2023,13.0
미세먼지(PM-10) 경보 발효,해당지역의 PM-10 시간당 평균농도가 300㎍/㎥이상 2시간 이상 지속인 때,건,"에어코리아, 경기도 대기환경정보 사이트",2023,2.0
초미세먼지(PM-2.5) 경보 발효,해당지역의 PM-2.5 시간당 평균농도가 150㎍/㎥ 이상 2시간 이상 지속인 때,건,"에어코리아, 경기도 대기환경정보 사이트",2023,1.0
1인당 온실가스 배출량,"1인당 온실가스 배출량(산업 부문 제외)
▶국가 온실가스 종합정보센터(GIR) 공표 자료 가공",톤CO2eq/인,"경기도 수원시, 기후변화대책 ",2023,
대기질 만족도,"현재 살고 있는 지역(동네)의 대기환경(미세먼지, 악취, 매연, 오존경보) 만족도
※ 만족도 = 5점 척도 중 ""매우좋다"" + ""약간좋다"" 응답 비율",%,"경기도, 「경기도사회조사」",2023,
친환경 자동차 비율(보급율),"등록 차량 중 친환경 자동차 비율
※ 친환경 자동차 비율(보급율) = (친환경자동차(하이브리드차 + 전기차 + 수소차) 수/전체 자동차수) × 100",%,자동차관리정보시스템,2023,8.709127945773188
전체 등록 차량 수,"자동차관리정보시스템에 등록된 자료 기준, 매년 12월 자료 기준",대,자동차관리정보시스템,2023,569460.0
등록 하이브리드 차 수,"자동차관리정보시스템에 등록된 자료 기준, 매년 12월 자료 기준
▶2023년은 경기도 수원시 기본통계 기준",대,"자동차관리정보시스템
경기도 수원시, 「수원기본통계」",2023,40029.0
등록 전기차 수,"자동차관리정보시스템에 등록된 자료 기준, 매년 12월 자료 기준",대,자동차관리정보시스템,2023,8969.0
등록 수소차 수,"자동차관리정보시스템에 등록된 자료 기준, 매년 12월 자료 기준",대,자동차관리정보시스템,2023,597.0
신재생에너지 보급률,"신·재생에너지 생산량(toe), 총발전량(MWh), 보급용량(발전_누적, 신규(kW))","생산량(toe), 총발전량(MWh), 보급용량(kW)","한국에너지공단 신·재생에너지센터, 신･재생에너지 보급통계",2023,
생산량,,toe,"한국에너지공단 신·재생에너지센터, 신･재생에너지 보급통계",2023,42056.19795123135
총발전량,,MWh,"한국에너지공단 신·재생에너지센터, 신･재생에너지 보급통계",2023,52059.2712036539
보급용량: 발전_누적,,kW,"한국에너지공단 신·재생에너지센터, 신･재생에너지 보급통계",2023,46530.225999999995
보급용량: 발전_신규,,kW,"한국에너지공단 신·재생에너지센터, 신･재생에너지 보급통계",2023,2354.57
1인당 생활폐기물 발생량,"주민 1인당 배출하는 생활계폐기물의 양
※ 주민1인당 생활계폐기물배출량 = (폐기물발생량 ÷ 주민등록인구) × 1000
▶2020년 수치는 연간폐기물 발생량에 366일을 나누어 환산한 수치임
▶주민 수: 주민등록상 해당 지역에 거주하고 있는 주민의 수
▶폐기물: 사람의 생활이나 사업활동에 필요하지 않게 된 물질
▶생활계폐기물: 가정생활폐기물 + 사업장생활계폐기물(사업장비배출시설계폐기물)
",kg/일,"환경부(폐자원관리과)
",2023,0.9
생활계폐기물 재활용률,"발생되는 폐기물 중 재활용 되는 생활계폐기물의 비율
※ 생활계폐기물 재활용률 = (총재활용량 ÷ 생활계폐기물 총발생량) × 100
▶2020년 수치는 연간폐기물 발생량에 366일을 나누어 환산한 수치임
▶생활계폐기물: 생활(가정)폐기물 + 사업장비배출시설계폐기물
",%,"환경부(폐자원관리과)
",2023,64.8
1인당 공원 면적,"1인당 공원면적 = 도시공원 면적(㎡) ÷ 주민등록인구(명)
※ 공원면적: 도시공원 및 녹지 등에 관한 법률 제15조 제1호에 따른 분류, 조성기준
▶ 공원면적 단위조정(천㎡  →  ㎡) 등으로 경기데이터드림의 자료와 다름
▶ 전체인구 및 행정구역기준 인구는 행정안전부 ""주민등록 인구통계"" 사용
",㎡/인,"▶공원: 경기도 수원시, 「수원기본통계」(자료: 경기도 정원산업과)
▶도시인구: 한국국토정보공사, 「도시계획현황」",2023,
녹지환경 만족도,"현재 살고 있는 지역(동네)의 녹지환경(자연경관 및 공원, 녹지 등) 만족도 
※ 5점 척도 중 ""매우좋다+약간 좋다"" 응답 비율",%,"경기도 수원시, 「수원시사회조사」",2023,
주차장확보율,"주차장의 수를 자동차등록대수로 나눈 비율
※ 주차장확보율 = (주차장면수 ÷ 자동차등록대수) × 100
▶주차장: 자동차 등의 주차에 필요한 독립적인 시설을 갖춘 부지와 주차전용 건축물 및 이에 접속된 부속시설물의 부지, 노상주차장, 노외주차장, 건축물 부설주차장을 포함
▶자동차: 승용차, 승합차, 화물차, 특수차에 한함
",%,"경기도 수원시, 「수원기본통계」
",2023,
대중교통 만족도,"대중교통 수단별 만족도
※ 만족도 = ""매우만족"" + ""약간만족"" 응답 비율
▶2017년 지하철, 기차, 택시, 2019년 지하철ㆍ경전철, 기차, 택시, 버스, 2021년부터 지하철ㆍ경전철, 기차, 택시, 시내/마을버스, 시외/고속버스로 구분
▶2019년 부터는 교통수단별 이용자의 만족도
",%,"경기도 수원시, 「수원시사회조사」",2023,
지하철(경전철),,%,"경기도 수원시, 「수원시사회조사」",2023,56.0
기차,,%,"경기도 수원시, 「수원시사회조사」",2023,43.3
택시,,%,"경기도 수원시, 「수원시사회조사」",2023,28.3
버스,,%,"경기도 수원시, 「수원시사회조사」",2023,
시내/마을버스,,%,"경기도 수원시, 「수원시사회조사」",2023,43.0
시외/고속버스,,%,"경기도 수원시, 「수원시사회조사」",2023,33.5
보행환경 만족도,"주거지역, 수원도심(시내), 야간보행 환경별 만족도
※ 만족도 = 7점 척도 중 ⑤ + ⑥ + ⑦ 매우 만족한다 응답 비율",%,"수원시정연구원, 「수원서베이」",2023,
주거지역,,,,2023,
수원도심(시내),,,,2023,
야간보행,,,,2023,
개인형 이동수단 만족도,"킥보드 등 개인형 이동수단(PM)의 만족도
※ 만족도 = 7점 척도 중 ⑤ + ⑥ + ⑦ 매우 만족한다 응답 비율",%,"수원시정연구원, 「수원서베이」",2023,38.10009883423559
폭염으로 인한 온열 질환자수,"온열질환자 수
▶구별 진료인원의 합
▶주상병코드: 열사병(T67.0), 열실신(T67.1), 열경련(T67.2), 열탈진(T67.3~67.5), 열부종(T67.7), 기타(T67.8~T67.9)
▶진료인원: 해당 구분별 진료인원(중복제외)
▶진료일 기준(한의분류 제외, 약국 제외), 건강보험 급여실적(의료급여 제외)이며, 비급여는 제외, 2024년 6월 지급분까지 반영
",명,"행정안전부 공공데이터포털, 국민건강보험공단_시군구별 온열질환자 수 
▶민원인의 공공데이터 제공 신청에 따라 연도별 및 연월별 데이터 재발췌(2024.11.28. 기준)",2023,311.0
